X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
558,1974,7,1,1,0,No,NA,3,3,3,3,3,affluent people,0.557703113,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,5,BachPlus,2
559,1986,7,1,0,1,No,2,5,3,3,3,3,affluent people,0.557703113,Greater London,Jewish,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,4,BachPlus,2
560,1986,6,1,1,1,No,2,5,3,2,3,1,affluent people,0.557703113,Greater London,Catholic,White - British/English/Welsh/Scottish/Northern Irish,4,Eth,Working full time,Age2544,4,BachPlus,4
561,1980,7,1,1,1,No,NA,4,3,4,3,4,affluent people,0.557703113,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working full time,Age2544,6,BachPlus,3
562,1985,5,1,1,1,Yes,4,3,2,2,2,1,middle class,0.557703113,Greater London,Church of England,Other white,1,NA,Working full time,Age2544,7,BachPlus,1
563,1985,7,1,1,1,Yes,3,5,4,3,3,4,affluent people,0.557703113,Greater London,Jewish,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,3,BachPlus,2
564,1983,6,1,1,1,Yes,NA,5,4,3,4,3,affluent people,0.557703113,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age2544,5,BachPlus,4
565,1981,5,0,1,1,No,NA,3,1,1,1,1,middle class,1.974614273,Greater London,Non-religious,White - Irish,2,Eth,Working full time,Age2544,4,HS,2
566,1982,7,0,0,1,No,NA,1,3,3,3,3,affluent people,1.974614273,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,5,HS,2
567,1985,4,0,0,1,Yes,2,3,4,4,4,3,middle class,1.974614273,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,5,HS,2
568,1985,3,0,1,0,Not Employed,NA,3,2,2,2,3,middle class,1.974614273,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age2544,3,HS,0
569,1991,2,0,0,1,No,1,4,2,2,1,1,working class,0.69974401,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,2,PostSec,0
570,1979,3,0,0,0,No,1,NA,1,3,2,1,middle class,0.69974401,Greater London,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,7,PostSec,2
571,1983,7,0,1,0,No,1,4,2,3,1,2,affluent people,0.69974401,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,2,PostSec,0
572,1990,7,0,0,0,Not Employed,1,3,1,1,3,1,affluent people,0.69974401,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age2544,4,PostSec,0
573,1984,4,0,0,0,No,NA,3,3,4,2,3,middle class,0.69974401,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age2544,3,PostSec,1
574,1975,4,0,0,0,Yes,1,4,1,4,1,3,middle class,0.69974401,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working part-time,Age2544,5,PostSec,2
575,1984,4,0,1,1,Yes,NA,4,3,2,3,3,middle class,0.69974401,Greater London,Non-religious,White - Irish,2,Eth,Working full time,Age2544,5,PostSec,2
576,1978,2,0,1,0,No,2,2,2,2,2,2,working class,0.69974401,Greater London,Catholic,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age2544,4,PostSec,3
577,1982,7,0,1,1,Yes,NA,3,1,3,2,3,affluent people,0.69974401,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,4,PostSec,2
578,1974,6,0,1,1,No,3,4,4,3,4,1,affluent people,0.69974401,Greater London,Catholic,White - Irish,2,NA,Working full time,Age2544,5,PostSec,2
579,1981,2,0,1,1,No,4,3,4,4,3,4,working class,0.69974401,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age2544,6,PostSec,4
580,1986,4,0,0,0,No,NA,3,2,2,2,2,middle class,0.69974401,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,1,PostSec,1
581,1979,7,0,0,1,Yes,4,5,3,3,3,3,affluent people,0.69974401,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,Ctl,Working full time,Age2544,7,PostSec,4
582,1977,2,0,0,0,No,4,5,4,2,1,3,working class,0.69974401,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age2544,4,PostSec,4
583,1978,6,0,0,0,No,2,1,2,2,2,2,affluent people,0.69974401,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,3,PostSec,1
584,1990,6,0,0,1,No,NA,5,1,1,1,1,affluent people,0.69974401,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,2,PostSec,1
585,1978,4,0,0,0,No,1,5,2,2,2,2,middle class,0.69974401,Greater London,Jewish,White - Irish,1,NA,Working full time,Age2544,4,PostSec,1
586,1991,7,1,0,1,Yes,3,3,3,3,4,3,affluent people,0.370766248,Greater London,Muslim,White - Irish,2,NA,Working full time,Age2544,3,BachPlus,2
587,1990,3,1,0,1,Not Employed,2,5,2,2,3,2,middle class,0.370766248,Greater London,Other Christian,White - Irish,2,NA,Working full time,Age2544,4,BachPlus,2
588,1989,7,1,1,1,No,2,2,3,3,2,3,affluent people,0.370766248,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,NA,Working full time,Age2544,1,BachPlus,3
589,1980,7,1,1,0,,NA,NA,NA,NA,NA,NA,,0.370766248,Greater London,,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,,Age2544,5,BachPlus,0
590,1984,4,1,1,1,Yes,2,4,3,3,2,2,middle class,0.370766248,Greater London,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age2544,5,BachPlus,4
591,1985,4,0,1,0,,NA,NA,NA,NA,NA,NA,,1.313136656,Greater London,,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,3,HS,2
592,1986,4,0,1,1,Not Employed,1,3,3,3,3,3,middle class,1.313136656,Greater London,Church of England,White - Irish,2,NA,Working full time,Age2544,4,HS,2
593,1982,5,0,1,1,Yes,2,2,1,4,3,1,middle class,0.465235923,Greater London,Other Christian,White - Irish,2,NA,Working full time,Age2544,5,PostSec,2
594,1956,3,1,0,0,Not Employed,1,1,2,4,3,1,middle class,0.604981629,Greater London,Other Christian,Black African,NA,Ctl,Retired,Age4564,5,BachPlus,0
595,1964,6,1,1,1,No,4,2,1,2,1,2,affluent people,0.19212591,Greater London,Church of England,Black African,1,Eth,Working full time,Age4564,5,BachPlus,1
596,1966,4,0,0,0,No,NA,1,3,3,3,3,middle class,0.681016368,Greater London,Non-religious,Black Caribbean,1,NA,Working part-time,Age4564,5,HS,1
597,1963,7,0,0,1,No,1,4,1,3,2,2,affluent people,0.241135644,Greater London,Church of England,Black Caribbean,1,Eth,Working part-time,Age4564,2,PostSec,1
598,1971,5,1,1,1,No,3,4,2,3,3,2,middle class,0.127625289,Greater London,Other Christian,Black Caribbean,1,Eth,Working part-time,Age4564,5,BachPlus,1
599,1971,4,1,0,0,No,NA,NA,2,4,2,4,middle class,0.127625289,Greater London,Non-religious,Black Caribbean,1,Ctl,Working part-time,Age4564,5,BachPlus,1
600,1968,4,1,0,0,No,4,3,3,3,3,3,middle class,0.127625289,Greater London,Other Christian,Black African,1,NA,Working full time,Age4564,3,BachPlus,1
601,1971,6,1,0,1,No,4,2,4,3,3,3,affluent people,0.127625289,Greater London,Other Christian,Black African,1,NA,Working part-time,Age4564,5,BachPlus,1
602,1971,5,0,1,0,Yes,1,3,3,2,3,3,middle class,0.160221068,Greater London,Other Christian,Black Caribbean,1,Eth,Working full time,Age4564,4,PostSec,1
603,1968,3,0,1,0,No,NA,3,2,3,2,3,middle class,1.538600625,Greater London,Non-religious,Other ethnic group,NA,NA,Other,Age4564,5,HS,0
604,1968,2,0,1,0,No,NA,3,3,3,3,3,working class,1.538600625,Greater London,Non-religious,Other ethnic group,NA,Ctl,Other,Age4564,5,HS,0
605,1967,4,1,1,0,Yes,1,3,1,1,1,1,middle class,0.288814371,Greater London,Church of England,Other ethnic group,1,Ctl,Working full time,Age4564,4,BachPlus,1
606,1967,1,0,1,0,Not Employed,NA,3,3,3,3,2,working class,1.023149273,Greater London,Non-religious,Other ethnic group,NA,NA,Other,Age4564,4,HS,0
607,1961,1,0,1,0,No,2,2,2,2,2,2,working class,0.36242914,Greater London,Other Christian,Other ethnic group,NA,Ctl,"Unemployed, looking for work",Age4564,1,PostSec,0
608,1964,7,1,0,1,No,4,3,2,2,2,2,affluent people,1.407980184,Greater London,Catholic,Indian,2,Eth,Working full time,Age4564,4,BachPlus,2
609,1962,6,1,1,1,Not Employed,1,5,2,1,2,2,affluent people,1.407980184,Greater London,Hindu,Indian,NA,NA,Retired,Age4564,6,BachPlus,0
610,1954,2,0,1,1,Not Employed,1,4,4,4,4,4,working class,4.983326597,Greater London,Hindu,Indian,NA,Ctl,Retired,Age4564,4,HS,0
611,1959,6,0,0,1,No,2,3,3,3,3,3,affluent people,4.983326597,Greater London,Hindu,Indian,3,Ctl,Working full time,Age4564,4,HS,3
612,1960,7,0,1,1,Yes,2,3,3,3,2,3,affluent people,1.76639744,Greater London,Sikh,Indian,2,Eth,Working full time,Age4564,5,PostSec,2
613,1963,7,1,1,1,Yes,NA,3,3,3,3,2,affluent people,0.44755643,Greater London,Non-religious,Indian,NA,Ctl,"Unemployed, looking for work",Age4564,3,BachPlus,0
614,1964,3,0,1,0,No,NA,4,3,4,3,4,middle class,5.805263196,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,6,HS,1
615,1958,7,1,1,0,No,2,3,1,3,2,3,affluent people,0.52144481,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working full time,Age4564,3,BachPlus,3
616,1958,7,1,1,1,Not Employed,1,4,2,4,2,4,affluent people,0.52144481,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,6,BachPlus,0
617,1966,5,1,1,0,No,4,2,2,2,2,2,middle class,0.52144481,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,4,BachPlus,1
618,1970,7,1,0,0,Yes,NA,5,4,4,2,2,affluent people,0.52144481,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age4564,7,BachPlus,0
619,1968,4,1,1,1,No,NA,3,2,2,2,2,middle class,0.52144481,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age4564,4,BachPlus,2
620,1955,3,1,0,0,No,1,3,2,3,2,3,middle class,0.52144481,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working part-time,Age4564,5,BachPlus,3
621,1956,7,1,0,1,No,4,3,2,2,1,2,affluent people,0.52144481,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,3,BachPlus,1
622,1953,5,0,1,1,No,1,4,3,1,1,1,middle class,1.846313971,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age4564,6,HS,3
623,1961,4,0,0,1,No,NA,3,3,4,2,3,middle class,1.846313971,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age4564,2,HS,0
624,1968,1,0,0,0,No,NA,3,2,2,2,2,working class,1.846313971,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age4564,4,HS,0
625,1971,5,0,1,1,No,1,2,2,2,3,3,middle class,1.846313971,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age4564,4,HS,2
626,1971,3,0,0,1,No,NA,4,4,4,4,4,middle class,1.846313971,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working part-time,Age4564,1,HS,2
627,1964,3,0,0,0,No,NA,2,3,3,3,3,middle class,1.846313971,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,4,HS,2
628,1970,2,0,0,0,No,NA,4,3,4,4,4,working class,1.846313971,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age4564,5,HS,0
629,1961,3,0,0,0,Yes,2,1,4,4,1,4,middle class,1.846313971,Greater London,Jewish,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,1,HS,1
630,1957,3,0,1,0,Not Employed,1,3,2,4,2,3,middle class,1.846313971,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,6,HS,0
631,1970,3,0,1,0,No,NA,3,2,2,2,2,middle class,1.846313971,Greater London,Non-religious,White - Irish,3,Ctl,Working full time,Age4564,3,HS,3
632,1965,1,0,0,1,Yes,1,NA,NA,NA,NA,NA,working class,1.846313971,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age4564,7,HS,2
633,1957,2,0,0,0,No,2,3,4,4,4,3,working class,1.846313971,Greater London,Jewish,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,6,HS,0
634,1969,5,0,1,0,No,1,3,2,3,2,2,middle class,1.846313971,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age4564,3,HS,2
635,1959,7,0,0,1,No,1,2,2,3,4,3,affluent people,1.846313971,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age4564,3,HS,0
636,1962,6,0,1,0,No,NA,1,1,2,3,2,affluent people,1.846313971,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,4,HS,1
637,1964,5,0,0,1,No,NA,3,3,3,3,3,middle class,1.846313971,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age4564,1,HS,0
638,1970,4,0,0,1,No,1,1,2,4,2,4,middle class,1.846313971,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age4564,5,HS,0
639,1970,2,0,0,1,No,NA,3,3,3,3,3,working class,1.846313971,Greater London,Non-religious,White - Irish,NA,Eth,Other,Age4564,5,HS,0
640,1963,6,0,0,1,No,1,5,1,3,1,3,affluent people,1.846313971,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age4564,7,HS,1
641,1956,1,0,0,0,No,4,2,1,2,2,2,working class,0.654258785,Greater London,Buddhist,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age4564,4,PostSec,2
642,1961,4,0,1,0,No,2,1,1,1,1,1,middle class,0.654258785,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age4564,1,PostSec,2
643,1961,7,0,1,1,No,NA,4,2,2,2,2,affluent people,0.654258785,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,3,PostSec,1
644,1959,4,0,1,0,No,1,3,2,2,3,2,middle class,0.654258785,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age4564,4,PostSec,1
645,1965,2,1,0,0,No,1,2,3,3,3,3,working class,0.34665129,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age4564,5,BachPlus,4
646,1953,7,1,0,1,No,NA,4,3,3,3,1,affluent people,0.34665129,Greater London,Non-religious,Other white,NA,NA,Retired,Age4564,1,BachPlus,0
647,1972,1,1,0,0,Not Employed,1,4,2,2,3,2,working class,0.34665129,Greater London,Jewish,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age4564,7,BachPlus,0
648,1961,2,1,0,0,No,2,1,2,2,2,2,working class,0.34665129,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,4,BachPlus,2
649,1969,6,1,0,0,Yes,2,3,2,3,3,3,affluent people,0.34665129,Greater London,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,6,BachPlus,1
650,1964,2,0,1,0,No,2,3,2,3,3,2,working class,1.227805683,Greater London,Catholic,White - Irish,2,Eth,Working full time,Age4564,5,HS,2
651,1959,2,0,0,1,No,NA,3,2,3,3,3,working class,1.227805683,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age4564,4,HS,2
652,1962,1,0,0,0,No,1,2,2,3,3,3,working class,0.434984252,Greater London,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age4564,6,PostSec,0
653,1968,3,0,1,0,Not Employed,2,3,2,2,2,2,middle class,0.434984252,Greater London,Church of England,White - Irish,NA,NA,On a long-term leave,Age4564,3,PostSec,0
654,1944,4,1,1,1,No,4,3,4,3,3,2,middle class,1.116785225,Greater London,Church of England,Black African,NA,NA,Retired,Age65p,6,BachPlus,0
655,1922,3,0,1,0,No,2,3,2,2,2,2,middle class,1.257094718,Greater London,Hindu,Black Caribbean,2,NA,Working full time,Age65p,4,HS,2
656,1943,5,1,1,1,No,3,3,2,4,3,2,middle class,2.522747183,Greater London,Hindu,Other ethnic group,1,Eth,Working full time,Age65p,2,BachPlus,1
657,1948,7,1,0,1,Not Employed,4,NA,2,2,2,1,affluent people,2.522747183,Greater London,Other Christian,Chinese,NA,Ctl,Retired,Age65p,5,BachPlus,0
658,1947,5,1,1,1,Not Employed,NA,2,1,2,2,2,middle class,0.802159202,Greater London,Non-religious,Other ethnic group,NA,Ctl,Retired,Age65p,5,BachPlus,0
659,1942,7,1,1,1,No,1,3,1,3,2,1,affluent people,2.598585785,Greater London,Muslim,Indian,NA,NA,Retired,Age65p,4,BachPlus,0
660,1950,5,1,1,1,No,NA,2,1,4,3,3,middle class,0.96263189,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,3,BachPlus,0
661,1946,4,1,0,1,Yes,4,4,3,4,4,3,middle class,0.96263189,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age65p,5,BachPlus,0
662,1951,1,1,0,0,No,NA,5,2,2,2,2,working class,0.96263189,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,BachPlus,0
663,1944,7,1,1,1,No,NA,3,2,2,2,2,affluent people,0.96263189,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,3,BachPlus,0
664,1948,7,1,1,0,Yes,1,1,1,2,3,2,affluent people,0.96263189,Greater London,Hindu,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working part-time,Age65p,1,BachPlus,1
665,1944,4,1,0,0,No,4,2,4,4,4,4,middle class,0.96263189,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,6,BachPlus,0
666,1949,2,1,0,0,Not Employed,4,1,4,2,2,2,working class,0.96263189,Greater London,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,5,BachPlus,0
667,1939,7,0,1,1,No,2,2,3,4,3,3,affluent people,3.407458039,Greater London,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,2,HS,0
668,1949,7,0,1,1,No,NA,1,1,2,3,2,affluent people,3.407458039,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,1,HS,0
669,1948,5,0,1,0,No,NA,5,1,3,4,2,middle class,1.207718038,Greater London,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,6,PostSec,0
670,1950,7,0,0,0,No,NA,2,1,3,4,3,affluent people,1.207718038,Greater London,Non-religious,Other white,NA,Eth,Retired,Age65p,5,PostSec,0
671,1941,5,1,0,0,No,1,4,2,2,2,2,middle class,0.64007946,Greater London,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,5,BachPlus,0
672,1942,5,0,1,1,No,2,3,3,3,3,3,middle class,0.803083282,Greater London,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,6,PostSec,0
673,1937,4,0,0,0,No,3,3,3,4,4,3,middle class,0.803083282,Greater London,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,6,PostSec,0
674,2000,1,0,1,0,No,1,NA,3,3,2,3,working class,2.017544152,North East,Muslim,Other ethnic group,NA,NA,Student,Age1524,4,PostSec,0
675,1995,4,1,1,0,Not Employed,NA,1,4,4,3,4,middle class,0.339863732,North East,Non-religious,Other ethnic group,NA,Ctl,Student,Age1524,5,BachPlus,0
676,1992,1,1,0,0,Not Employed,1,3,2,4,4,4,working class,0.613546825,North East,Other,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age1524,2,BachPlus,1
677,1993,6,1,1,0,No,NA,5,1,2,3,2,affluent people,0.613546825,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age1524,4,BachPlus,2
678,1994,4,1,0,0,No,2,2,2,3,2,2,middle class,0.613546825,North East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age1524,4,BachPlus,2
679,1996,4,0,0,0,No,NA,4,3,4,3,2,middle class,2.172217702,North East,Non-religious,White - Irish,2,Ctl,Working part-time,Age1524,4,HS,2
680,2000,7,0,0,0,No,NA,4,3,3,4,3,affluent people,2.172217702,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age1524,1,HS,1
681,1997,3,0,0,0,Yes,NA,5,2,2,2,2,middle class,2.172217702,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age1524,4,HS,0
682,1996,2,0,0,0,No,NA,1,3,3,3,3,working class,0.769798688,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age1524,4,PostSec,2
683,1995,7,0,0,0,No,2,5,3,3,4,2,affluent people,0.769798688,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age1524,6,PostSec,4
684,1999,2,0,0,0,No,NA,3,3,3,3,3,working class,0.769798688,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age1524,4,PostSec,1
685,1992,1,0,0,0,No,NA,5,4,4,4,4,working class,0.769798688,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age1524,7,PostSec,0
686,1991,3,1,1,0,No,2,5,2,2,2,3,middle class,0.151576273,North East,Church of England,Black Caribbean,NA,Ctl,Student,Age2544,5,BachPlus,0
687,1975,7,1,0,1,No,NA,5,4,4,4,2,affluent people,0.151576273,North East,Non-religious,Black Caribbean,1,NA,Working full time,Age2544,7,BachPlus,1
688,1990,3,1,0,1,Yes,3,3,3,3,3,3,middle class,0.353226056,North East,Hindu,Indian,4,Eth,Working part-time,Age2544,5,BachPlus,4
689,1987,4,1,1,1,Yes,3,3,2,2,1,3,middle class,0.411557284,North East,Church of England,White - Irish,3,Ctl,Working full time,Age2544,5,BachPlus,3
690,1985,5,1,0,1,No,NA,2,NA,NA,NA,NA,middle class,0.411557284,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age2544,6,BachPlus,2
691,1980,7,1,0,1,Yes,NA,3,3,3,3,3,affluent people,0.411557284,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,4,BachPlus,2
692,1988,5,1,0,1,No,4,3,2,3,1,2,middle class,0.411557284,North East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,1,BachPlus,2
693,1986,4,1,0,0,No,3,2,4,4,4,4,middle class,0.411557284,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,7,BachPlus,1
694,1978,7,1,1,1,No,NA,3,2,4,2,3,affluent people,0.411557284,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,5,BachPlus,2
695,1991,6,1,0,0,Yes,NA,5,2,2,2,2,affluent people,0.411557284,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age2544,5,BachPlus,3
696,1988,4,0,0,0,No,1,5,2,2,2,1,middle class,1.457476069,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,3,HS,1
697,1982,4,0,0,0,Yes,2,2,2,2,3,2,middle class,1.457476069,North East,Catholic,White - Irish,1,Ctl,Working part-time,Age2544,5,HS,1
698,1973,1,0,0,0,No,1,5,1,1,1,1,working class,1.457476069,North East,Buddhist,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age2544,4,HS,0
699,1983,1,0,0,0,No,3,NA,3,2,3,3,working class,1.457476069,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,3,HS,0
700,1989,2,0,0,0,No,NA,1,2,3,2,2,working class,1.457476069,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age2544,4,HS,2
701,1986,5,0,0,1,No,NA,2,2,3,3,3,middle class,1.457476069,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working full time,Age2544,1,HS,3
702,1990,3,0,1,1,No,NA,3,1,3,1,2,middle class,0.516407359,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,4,PostSec,2
703,1988,2,0,0,0,No,1,2,3,3,4,3,working class,0.516407359,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,7,PostSec,2
704,1991,2,0,0,0,No,2,1,2,3,3,2,working class,0.516407359,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,5,PostSec,2
705,1990,7,0,1,1,No,NA,1,2,3,2,3,affluent people,0.516407359,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,5,PostSec,1
706,1982,7,0,1,1,No,1,2,2,2,2,2,affluent people,0.516407359,North East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age2544,3,PostSec,1
707,1987,4,0,0,0,No,2,1,3,3,3,3,middle class,0.516407359,North East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,2,PostSec,1
708,1976,5,0,0,1,No,2,3,2,3,3,2,middle class,0.516407359,North East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,4,PostSec,2
709,1979,5,0,0,0,No,NA,1,2,2,2,2,middle class,0.516407359,North East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age2544,3,PostSec,0
