X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2,province
397,1984,1,0,0,0,Not Employed,2,2,3,3,2,3,working class,0.69930931,Nova Scotia,Other,White,NA,Ctl,Other,Age2544,4,HS,0,Nova Scotia
398,1989,3,0,0,0,No,1,3,4,4,4,3,working class,0.69930931,Nova Scotia,Jewish,White,2,Ctl,Working part-time,Age2544,6,HS,2,Nova Scotia
399,1982,3,0,0,0,No,2,3,3,3,3,3,working class,0.69930931,Newfoundland and Labrador,Other Christian,White,NA,Eth,"Unemployed, looking for work",Age2544,3,HS,0,Newfoundland and Labrador
400,1979,3,0,0,0,No,NA,2,3,4,4,2,working class,0.69930931,New Brunswick,Non-religious,White,1,Eth,On a long-term leave,Age2544,1,HS,1,New Brunswick
401,1990,3,0,0,0,No,1,4,1,1,2,1,working class,0.69930931,Newfoundland and Labrador,Catholic,White,2,Ctl,Working full time,Age2544,4,HS,2,Newfoundland and Labrador
402,1974,3,0,0,0,Not Employed,2,4,4,4,2,4,working class,0.69930931,Nova Scotia,Other Christian,White,5,Ctl,On a long-term leave,Age2544,6,HS,5,Nova Scotia
403,1979,3,0,1,0,Not Employed,NA,3,3,3,3,4,working class,0.69930931,Nova Scotia,Non-religious,White,NA,Eth,Retired,Age2544,1,HS,0,Nova Scotia
404,1990,4,0,0,1,No,NA,2,1,2,2,2,middle class,0.69930931,New Brunswick,Non-religious,White,NA,Ctl,"Unemployed, looking for work",Age2544,4,HS,0,New Brunswick
405,1980,3,0,0,1,No,2,3,3,3,3,3,working class,0.69930931,New Brunswick,Catholic,White,NA,Eth,"Unemployed, looking for work",Age2544,2,HS,0,New Brunswick
406,1983,1,0,0,0,No,NA,3,1,1,2,3,working class,0.69930931,New Brunswick,Non-religious,White,3,Eth,Working full time,Age2544,4,HS,3,New Brunswick
407,1989,3,0,1,0,No,NA,3,2,2,2,2,working class,0.69930931,New Brunswick,Non-religious,White,1,Reg,Working full time,Age2544,5,HS,1,New Brunswick
408,1976,3,0,1,0,Not Employed,1,3,3,4,3,3,working class,0.69930931,Newfoundland and Labrador,Other Christian,White,NA,Ctl,Retired,Age2544,4,HS,0,Newfoundland and Labrador
409,1980,2,0,0,0,No,4,1,4,3,3,4,working class,0.69930931,New Brunswick,Catholic,White,2,Reg,Working full time,Age2544,3,HS,2,New Brunswick
410,1990,1,0,1,0,Not Employed,1,3,3,4,3,4,working class,0.69930931,Newfoundland and Labrador,Anglican,White,NA,Reg,"Unemployed, looking for work",Age2544,7,HS,0,Newfoundland and Labrador
411,1980,2,0,0,0,Not Employed,NA,3,3,3,3,3,working class,0.69930931,New Brunswick,Non-religious,White,NA,Eth,"Unemployed, looking for work",Age2544,1,HS,0,New Brunswick
412,1979,2,0,0,0,No,NA,3,1,1,1,1,working class,0.69930931,New Brunswick,Non-religious,White,NA,Ctl,Other,Age2544,1,HS,0,New Brunswick
413,1980,4,0,1,0,No,1,3,3,3,3,3,middle class,0.69930931,Newfoundland and Labrador,Catholic,White,1,Eth,Working full time,Age2544,7,HS,1,Newfoundland and Labrador
414,1983,1,0,0,0,No,1,NA,1,1,1,1,working class,0.69930931,Newfoundland and Labrador,Catholic,White,NA,Ctl,"Unemployed, looking for work",Age2544,4,HS,0,Newfoundland and Labrador
415,1984,5,0,0,1,Yes,2,3,3,3,3,2,middle class,0.69930931,Newfoundland and Labrador,United Church,White,1,Eth,Working full time,Age2544,4,HS,1,Newfoundland and Labrador
416,1990,3,0,0,1,No,NA,4,3,2,3,2,working class,0.320477814,Nova Scotia,Non-religious,White,2,Reg,Working full time,Age2544,4,PostSec,2,Nova Scotia
417,1988,2,0,0,0,No,NA,4,1,3,2,2,working class,0.320477814,Nova Scotia,Non-religious,White,1,Reg,Working full time,Age2544,3,PostSec,1,Nova Scotia
418,1982,3,0,0,0,No,1,3,2,4,4,3,working class,0.320477814,New Brunswick,Other,White,1,Eth,Working part-time,Age2544,3,PostSec,1,New Brunswick
419,1978,7,0,0,1,Not Employed,1,3,2,3,1,3,affluent people,0.320477814,New Brunswick,Other Christian,White,NA,Eth,Other,Age2544,4,PostSec,0,New Brunswick
420,1974,2,0,0,0,Yes,1,3,1,1,1,1,working class,0.320477814,Nova Scotia,United Church,White,1,Reg,On a long-term leave,Age2544,2,PostSec,1,Nova Scotia
421,1978,5,0,0,0,No,1,3,2,2,2,2,middle class,0.320477814,Nova Scotia,Catholic,White,1,Ctl,Working full time,Age2544,3,PostSec,1,Nova Scotia
422,1980,3,0,0,1,No,NA,2,1,2,3,2,working class,0.320477814,New Brunswick,Non-religious,White,NA,Ctl,Other,Age2544,7,PostSec,0,New Brunswick
423,1980,4,0,0,1,No,2,3,3,3,4,3,middle class,0.320477814,Nova Scotia,Other,White,2,Ctl,Working part-time,Age2544,7,PostSec,2,Nova Scotia
424,1978,7,0,0,1,Not Employed,1,3,2,3,2,2,affluent people,0.320477814,New Brunswick,Other Christian,White,NA,Eth,Other,Age2544,4,PostSec,0,New Brunswick
425,1982,6,0,0,1,No,1,3,1,3,3,3,middle class,0.320477814,New Brunswick,Catholic,White,1,Ctl,Working full time,Age2544,4,PostSec,1,New Brunswick
426,1982,5,0,1,0,No,4,4,3,3,3,3,middle class,0.320477814,Nova Scotia,Anglican,White,3,Eth,Working full time,Age2544,6,PostSec,3,Nova Scotia
427,1990,4,0,0,1,No,1,3,1,4,3,3,middle class,0.320477814,New Brunswick,Catholic,White,1,Eth,Working full time,Age2544,2,PostSec,1,New Brunswick
428,1984,7,0,0,0,No,2,3,3,3,3,3,affluent people,0.320477814,Newfoundland and Labrador,Catholic,White,3,Reg,Working full time,Age2544,5,PostSec,3,Newfoundland and Labrador
429,1990,4,0,0,1,No,NA,3,2,3,2,3,middle class,0.320477814,Nova Scotia,Non-religious,White,2,Ctl,Working full time,Age2544,5,PostSec,2,Nova Scotia
430,1976,4,0,0,0,Yes,NA,3,2,2,2,2,middle class,0.320477814,New Brunswick,Non-religious,White,2,Reg,Working full time,Age2544,3,PostSec,2,New Brunswick
431,1984,3,0,0,0,No,NA,2,3,4,4,4,working class,0.320477814,Nova Scotia,Non-religious,White,1,Eth,Working full time,Age2544,4,PostSec,1,Nova Scotia
432,1979,6,0,0,1,No,1,4,1,4,4,2,middle class,0.320477814,Newfoundland and Labrador,Anglican,White,2,Eth,Working full time,Age2544,3,PostSec,2,Newfoundland and Labrador
433,1985,7,0,0,1,No,NA,4,3,3,2,3,affluent people,0.320477814,New Brunswick,Non-religious,White,1,Eth,Working part-time,Age2544,4,PostSec,1,New Brunswick
434,1982,6,0,0,0,No,1,1,2,2,4,1,middle class,0.320477814,Nova Scotia,Catholic,White,2,Ctl,Working part-time,Age2544,5,PostSec,2,Nova Scotia
435,1974,5,0,0,1,No,NA,3,1,2,3,1,middle class,0.320477814,Nova Scotia,Non-religious,White,2,Ctl,Working full time,Age2544,5,PostSec,2,Nova Scotia
436,1980,7,0,0,1,No,4,3,3,3,3,3,affluent people,0.320477814,Newfoundland and Labrador,Catholic,White,NA,Reg,Other,Age2544,6,PostSec,0,Newfoundland and Labrador
437,1977,7,0,0,1,Yes,1,3,3,4,3,4,affluent people,0.320477814,Newfoundland and Labrador,United Church,White,1,Eth,Working full time,Age2544,1,PostSec,1,Newfoundland and Labrador
438,1979,2,0,0,0,No,1,4,3,3,3,1,working class,0.320477814,Newfoundland and Labrador,Anglican,White,2,Eth,Working full time,Age2544,2,PostSec,2,Newfoundland and Labrador
439,1974,4,0,1,0,No,3,4,4,4,3,3,middle class,0.320477814,Newfoundland and Labrador,United Church,White,3,Eth,On a long-term leave,Age2544,4,PostSec,3,Newfoundland and Labrador
440,1977,7,0,0,0,Yes,NA,3,2,3,2,3,affluent people,0.320477814,Nova Scotia,Non-religious,White,1,Reg,Working full time,Age2544,1,PostSec,1,Nova Scotia
441,1978,4,0,0,0,No,1,3,2,4,3,3,middle class,0.320477814,Nova Scotia,Catholic,White,2,Reg,Working full time,Age2544,2,PostSec,2,Nova Scotia
442,1990,7,0,1,1,No,2,3,3,4,3,3,affluent people,0.320477814,Newfoundland and Labrador,Catholic,White,3,Ctl,Working full time,Age2544,6,PostSec,3,Newfoundland and Labrador
443,1976,7,0,0,1,Yes,1,2,2,2,2,2,affluent people,0.320477814,New Brunswick,Other,White,1,Reg,Working full time,Age2544,5,PostSec,1,New Brunswick
444,1982,4,0,1,0,No,NA,3,3,3,3,3,middle class,0.320477814,New Brunswick,Non-religious,White,3,Ctl,Working full time,Age2544,5,PostSec,3,New Brunswick
445,1985,4,0,1,0,No,1,3,1,1,1,1,middle class,0.320477814,Newfoundland and Labrador,Catholic,White,1,Ctl,Working full time,Age2544,1,PostSec,1,Newfoundland and Labrador
446,1985,4,0,1,0,No,1,3,1,1,1,1,middle class,0.320477814,Newfoundland and Labrador,Catholic,White,2,Eth,Working full time,Age2544,5,PostSec,2,Newfoundland and Labrador
447,1984,5,0,0,1,No,2,4,2,4,4,3,middle class,0.320477814,Nova Scotia,United Church,White,1,Reg,Working full time,Age2544,2,PostSec,1,Nova Scotia
448,1990,4,0,0,1,No,NA,3,NA,NA,NA,NA,,0.320477814,Nova Scotia,Non-religious,White,2,Reg,Working full time,Age2544,5,PostSec,2,Nova Scotia
449,1983,4,0,1,0,Yes,2,5,3,4,3,4,middle class,0.320477814,Nova Scotia,Catholic,White,2,Reg,Working full time,Age2544,7,PostSec,2,Nova Scotia
450,1987,7,0,0,1,Yes,NA,4,3,3,2,2,affluent people,0.320477814,Nova Scotia,Non-religious,White,1,Ctl,Working full time,Age2544,5,PostSec,1,Nova Scotia
451,1975,1,0,1,0,Not Employed,NA,5,1,2,3,1,working class,0.320477814,Nova Scotia,Non-religious,White,NA,Eth,Other,Age2544,3,PostSec,0,Nova Scotia
452,1986,3,1,0,1,No,4,4,3,4,3,4,working class,0.214240604,Nova Scotia,Other Christian,White,NA,Reg,Other,Age2544,6,BachPlus,0,Nova Scotia
453,1978,7,0,1,0,No,1,2,3,3,3,3,affluent people,0.520470319,Nova Scotia,Jewish,White,3,Eth,Working full time,Age2544,4,HS,3,Nova Scotia
454,1984,3,0,0,1,No,1,3,2,2,2,2,working class,0.241700037,Newfoundland and Labrador,Catholic,White,NA,Reg,Other,Age2544,4,PostSec,0,Newfoundland and Labrador
455,1991,4,0,0,0,No,NA,NA,NA,NA,NA,NA,,0.241700037,Nova Scotia,,White,1,Reg,Working full time,Age2544,1,PostSec,1,Nova Scotia
456,1984,3,0,0,1,No,1,3,1,3,3,3,working class,0.241700037,Newfoundland and Labrador,Catholic,White,NA,Ctl,Other,Age2544,4,PostSec,0,Newfoundland and Labrador
457,1982,4,0,0,1,No,NA,1,4,3,3,2,middle class,0.241700037,New Brunswick,Non-religious,White,4,Reg,Working part-time,Age2544,6,PostSec,4,New Brunswick
458,1978,5,0,0,1,No,4,2,2,3,3,3,middle class,0.241700037,Nova Scotia,United Church,White,2,Eth,Working full time,Age2544,4,PostSec,2,Nova Scotia
459,1962,3,1,0,0,No,4,3,2,3,3,2,working class,0.125,New Brunswick,Catholic, Chinese,1,Ctl,Working full time,Age4564,4,BachPlus,1,New Brunswick
460,1953,4,0,0,0,No,4,1,4,3,4,1,middle class,0.125,New Brunswick,Other Christian, Chinese,NA,Reg,Retired,Age4564,2,PostSec,0,New Brunswick
461,1968,4,0,0,0,No,1,3,2,2,2,2,middle class,0.714978911,Nova Scotia,Other,"Aboriginal (First Nations, M??tis or Inuit)",3,Eth,On a long-term leave,Age4564,3,HS,3,Nova Scotia
462,1968,4,0,0,0,No,1,5,3,4,2,4,middle class,0.327380203,Newfoundland and Labrador,Catholic,"Aboriginal (First Nations, M??tis or Inuit)",1,Reg,Working full time,Age4564,1,PostSec,1,Newfoundland and Labrador
463,1973,7,0,1,1,Yes,1,5,1,1,1,1,affluent people,0.327380203,Newfoundland and Labrador,Catholic,Black,1,Ctl,Working full time,Age4564,1,PostSec,1,Newfoundland and Labrador
464,1968,5,0,0,0,No,1,5,2,4,3,4,middle class,0.327380203,Newfoundland and Labrador,Catholic,"Aboriginal (First Nations, M??tis or Inuit)",2,Ctl,Working full time,Age4564,7,PostSec,2,Newfoundland and Labrador
465,1962,3,1,0,0,No,NA,2,2,4,2,3,working class,0.167829902,Nova Scotia,Non-religious,White,NA,Eth,Retired,Age4564,1,BachPlus,0,Nova Scotia
466,1954,1,0,1,0,Not Employed,1,5,4,3,3,4,working class,0.400042913,Newfoundland and Labrador,United Church,White,NA,Ctl,Other,Age4564,1,HS,0,Newfoundland and Labrador
467,1954,1,0,1,0,Not Employed,1,4,3,4,4,4,working class,0.400042913,Newfoundland and Labrador,United Church,White,NA,Eth,Other,Age4564,1,HS,0,Newfoundland and Labrador
468,1960,4,0,1,1,No,4,NA,3,3,3,3,middle class,0.188652303,New Brunswick,Other Christian,White,2,Ctl,Working full time,Age4564,2,PostSec,2,New Brunswick
469,1963,7,1,1,1,Yes,1,3,2,2,2,2,affluent people,0.214756441,Newfoundland and Labrador,Catholic,White,1,Eth,Working full time,Age4564,3,BachPlus,1,Newfoundland and Labrador
470,1973,6,1,1,1,Yes,NA,3,1,3,3,1,middle class,0.214756441,New Brunswick,Non-religious,White,1,Ctl,Working full time,Age4564,6,BachPlus,1,New Brunswick
471,1963,4,1,1,0,No,1,3,3,3,3,3,middle class,0.214756441,Newfoundland and Labrador,Catholic,White,NA,Eth,Retired,Age4564,4,BachPlus,0,Newfoundland and Labrador
472,1958,7,1,1,1,No,2,4,2,4,2,4,affluent people,0.214756441,Newfoundland and Labrador,Anglican,White,NA,Eth,Retired,Age4564,1,BachPlus,0,Newfoundland and Labrador
473,1973,6,1,1,1,Yes,1,2,2,3,4,3,middle class,0.214756441,New Brunswick,Catholic,White,1,Reg,Working full time,Age4564,5,BachPlus,1,New Brunswick
474,1963,7,1,0,1,No,1,5,4,4,4,4,affluent people,0.214756441,Nova Scotia,Anglican,White,1,Reg,Working full time,Age4564,1,BachPlus,1,Nova Scotia
475,1957,7,1,0,1,No,2,2,3,3,3,3,affluent people,0.214756441,Nova Scotia,Other Christian,White,2,Ctl,Working full time,Age4564,5,BachPlus,2,Nova Scotia
476,1963,3,1,0,0,Not Employed,2,2,2,3,2,4,working class,0.214756441,Nova Scotia,Other,White,NA,Ctl,Retired,Age4564,4,BachPlus,0,Nova Scotia
477,1957,5,1,0,1,Yes,4,3,3,3,3,3,middle class,0.214756441,Nova Scotia,Catholic,White,NA,Eth,Retired,Age4564,4,BachPlus,0,Nova Scotia
478,1953,7,1,1,1,Yes,4,1,2,3,3,4,affluent people,0.214756441,Nova Scotia,Anglican,White,2,Ctl,Working full time,Age4564,3,BachPlus,2,Nova Scotia
479,1959,5,1,0,1,Yes,4,2,4,4,4,4,middle class,0.214756441,Nova Scotia,Catholic,White,NA,Ctl,Other,Age4564,5,BachPlus,0,Nova Scotia
480,1971,3,1,0,0,No,NA,3,3,3,4,3,working class,0.214756441,Newfoundland and Labrador,Non-religious,White,2,Reg,Working full time,Age4564,4,BachPlus,2,Newfoundland and Labrador
481,1972,6,1,0,1,No,2,3,2,4,4,4,middle class,0.214756441,Newfoundland and Labrador,Catholic,White,NA,Reg,Other,Age4564,4,BachPlus,0,Newfoundland and Labrador
482,1953,6,1,0,0,No,2,3,3,3,3,3,middle class,0.214756441,Nova Scotia,United Church,White,NA,Ctl,Retired,Age4564,4,BachPlus,0,Nova Scotia
483,1962,6,1,1,1,No,NA,2,3,3,3,3,middle class,0.214756441,New Brunswick,Non-religious,White,NA,Reg,"Unemployed, looking for work",Age4564,5,BachPlus,0,New Brunswick
484,1953,4,1,0,0,No,2,3,3,3,3,3,middle class,0.214756441,New Brunswick,Catholic,White,NA,Ctl,Other,Age4564,6,BachPlus,0,New Brunswick
485,1960,4,0,0,1,No,NA,3,2,2,2,2,middle class,0.521808825,New Brunswick,Non-religious,White,2,Ctl,Working part-time,Age4564,4,HS,2,New Brunswick
486,1967,5,0,0,1,Not Employed,NA,4,2,4,4,2,middle class,0.521808825,Newfoundland and Labrador,Non-religious,White,NA,Eth,Other,Age4564,4,HS,0,Newfoundland and Labrador
487,1967,1,0,0,0,Not Employed,2,3,4,3,2,2,working class,0.521808825,New Brunswick,Other Christian,White,NA,Reg,Other,Age4564,2,HS,0,New Brunswick
488,1973,4,0,0,1,Not Employed,NA,5,2,2,2,2,middle class,0.521808825,Nova Scotia,Non-religious,White,NA,Reg,Other,Age4564,3,HS,0,Nova Scotia
489,1953,5,0,1,1,Not Employed,NA,2,2,3,3,3,middle class,0.521808825,Nova Scotia,Non-religious,White,NA,Ctl,Retired,Age4564,3,HS,0,Nova Scotia
490,1963,1,0,0,0,No,2,2,2,4,4,4,working class,0.521808825,New Brunswick,Catholic,White,NA,Ctl,Other,Age4564,4,HS,0,New Brunswick
491,1969,3,0,1,1,No,1,3,3,2,2,2,working class,0.521808825,Newfoundland and Labrador,Other Christian,White,NA,Ctl,Other,Age4564,5,HS,0,Newfoundland and Labrador
492,1954,3,0,1,1,No,NA,4,3,3,3,3,working class,0.521808825,Nova Scotia,Non-religious,White,NA,Eth,Retired,Age4564,4,HS,0,Nova Scotia
493,1959,5,0,0,1,No,2,3,3,3,3,3,middle class,0.521808825,Newfoundland and Labrador,Anglican,White,2,Eth,Working full time,Age4564,4,HS,2,Newfoundland and Labrador
494,1966,4,0,1,1,No,2,4,3,4,4,4,middle class,0.521808825,Newfoundland and Labrador,Other Christian,White,3,Reg,Working full time,Age4564,2,HS,3,Newfoundland and Labrador
495,1958,2,0,0,0,Not Employed,NA,3,2,4,4,2,working class,0.521808825,New Brunswick,Non-religious,White,NA,Reg,Retired,Age4564,1,HS,0,New Brunswick
496,1956,3,0,1,0,Yes,2,2,1,4,4,4,working class,0.521808825,Nova Scotia,Anglican,White,NA,Ctl,Retired,Age4564,6,HS,0,Nova Scotia
497,1955,4,0,0,0,No,4,3,3,3,3,3,middle class,0.521808825,Nova Scotia,Catholic,White,1,Reg,Working full time,Age4564,5,HS,1,Nova Scotia
498,1954,3,0,1,1,No,NA,4,3,3,3,3,working class,0.521808825,Nova Scotia,Non-religious,White,NA,Reg,Retired,Age4564,4,HS,0,Nova Scotia
499,1971,1,0,0,0,No,2,3,2,2,2,4,working class,0.521808825,New Brunswick,Other,White,NA,Eth,"Unemployed, looking for work",Age4564,5,HS,0,New Brunswick
500,1968,3,0,1,1,No,4,3,4,3,3,3,working class,0.521808825,New Brunswick,Other Christian,White,NA,Ctl,Retired,Age4564,6,HS,0,New Brunswick
501,1954,5,0,0,1,No,2,3,3,3,3,3,middle class,0.521808825,New Brunswick,Catholic,White,2,Reg,Working part-time,Age4564,3,HS,2,New Brunswick
502,1964,3,0,0,1,Not Employed,2,2,3,3,3,3,working class,0.521808825,New Brunswick,Catholic,White,NA,Ctl,Retired,Age4564,6,HS,0,New Brunswick
503,1962,6,0,0,1,Yes,4,3,3,3,4,3,middle class,0.521808825,Nova Scotia,Catholic,White,1,Eth,Working full time,Age4564,2,HS,1,Nova Scotia
504,1962,6,0,0,1,Yes,4,3,2,2,2,2,middle class,0.521808825,Nova Scotia,Catholic,White,1,Ctl,Working full time,Age4564,3,HS,1,Nova Scotia
505,1968,2,0,1,1,No,4,3,4,3,3,3,working class,0.521808825,New Brunswick,Catholic,White,1,Eth,Working full time,Age4564,5,HS,1,New Brunswick
506,1968,2,0,0,0,No,NA,3,3,3,3,3,working class,0.521808825,Nova Scotia,Non-religious,White,1,Eth,On a long-term leave,Age4564,4,HS,1,Nova Scotia
507,1961,4,0,1,0,No,3,3,3,3,3,3,middle class,0.521808825,Newfoundland and Labrador,Catholic,White,3,Eth,Working full time,Age4564,3,HS,3,Newfoundland and Labrador
508,1970,4,0,0,1,No,1,3,1,1,3,1,middle class,0.521808825,Nova Scotia,Catholic,White,2,Ctl,Working part-time,Age4564,2,HS,2,Nova Scotia
509,1970,4,0,0,1,Yes,4,3,2,3,3,3,middle class,0.521808825,Nova Scotia,Catholic,White,2,Reg,Working part-time,Age4564,2,HS,2,Nova Scotia
510,1968,3,0,0,1,No,2,3,3,2,3,2,working class,0.521808825,Nova Scotia,Catholic,White,3,Eth,Working full time,Age4564,3,HS,3,Nova Scotia
511,1962,4,0,0,1,No,1,3,1,3,3,3,middle class,0.521808825,Nova Scotia,United Church,White,1,Ctl,Working part-time,Age4564,4,HS,1,Nova Scotia
512,1960,7,0,0,1,No,1,2,2,2,2,4,affluent people,0.521808825,Prince Edward Island,Catholic,White,5,Eth,Working part-time,Age4564,4,HS,5,Prince Edward Island
513,1964,3,0,1,0,No,1,1,3,4,4,4,working class,0.521808825,New Brunswick,Catholic,White,1,Eth,Working part-time,Age4564,1,HS,1,New Brunswick
514,1968,4,0,1,0,No,2,2,2,4,4,3,middle class,0.521808825,Nova Scotia,United Church,White,1,Eth,Working full time,Age4564,7,HS,1,Nova Scotia
515,1957,7,0,0,1,No,NA,1,2,2,2,2,affluent people,0.521808825,Nova Scotia,Non-religious,White,NA,Ctl,Retired,Age4564,2,HS,0,Nova Scotia
516,1956,4,0,1,1,No,4,3,4,4,4,1,middle class,0.521808825,Newfoundland and Labrador,Anglican,White,NA,Ctl,Retired,Age4564,1,HS,0,Newfoundland and Labrador
517,1956,1,0,0,0,No,NA,4,1,2,4,4,working class,0.521808825,Nova Scotia,Non-religious,White,3,Ctl,Working full time,Age4564,5,HS,3,Nova Scotia
518,1956,1,0,1,0,Not Employed,4,3,3,3,2,3,working class,0.521808825,Prince Edward Island,Other Christian,White,NA,Reg,Retired,Age4564,7,HS,0,Prince Edward Island
519,1966,1,0,1,0,Not Employed,4,NA,3,3,3,3,working class,0.521808825,Nova Scotia,Other Christian,White,NA,Ctl,Other,Age4564,3,HS,0,Nova Scotia
520,1962,7,0,1,1,Yes,NA,NA,2,2,2,2,affluent people,0.521808825,Nova Scotia,Non-religious,White,2,Eth,Working full time,Age4564,5,HS,2,Nova Scotia
521,1965,3,0,0,0,No,NA,3,2,2,2,2,working class,0.521808825,Nova Scotia,Non-religious,White,1,Reg,Working part-time,Age4564,2,HS,1,Nova Scotia
522,1957,6,0,0,1,Not Employed,1,4,1,3,3,3,middle class,0.521808825,Nova Scotia,Catholic,White,NA,Eth,Retired,Age4564,4,HS,0,Nova Scotia
523,1962,6,0,0,1,No,1,3,2,4,4,4,middle class,0.521808825,New Brunswick,United Church,White,2,Ctl,Working full time,Age4564,3,HS,2,New Brunswick
524,1956,3,0,1,0,Not Employed,2,3,2,4,4,4,working class,0.521808825,Nova Scotia,Anglican,White,NA,Ctl,Retired,Age4564,5,HS,0,Nova Scotia
525,1960,4,0,0,1,Not Employed,2,2,3,3,3,3,middle class,0.242289643,Nova Scotia,Catholic,White,NA,Reg,Retired,Age4564,4,PostSec,0,Nova Scotia
526,1963,6,0,0,1,No,NA,1,3,2,3,2,middle class,0.242289643,Nova Scotia,Non-religious,White,1,Eth,Working full time,Age4564,3,PostSec,1,Nova Scotia
527,1961,4,0,1,1,Yes,2,3,2,2,3,3,middle class,0.242289643,Newfoundland and Labrador,Anglican,White,2,Eth,Working part-time,Age4564,2,PostSec,2,Newfoundland and Labrador
528,1973,5,0,0,1,No,1,2,1,1,3,1,middle class,0.242289643,New Brunswick,Catholic,White,1,Eth,Working full time,Age4564,2,PostSec,1,New Brunswick
529,1960,5,0,0,1,Yes,NA,3,1,2,2,2,middle class,0.242289643,Nova Scotia,Non-religious,White,1,Eth,Working part-time,Age4564,3,PostSec,1,Nova Scotia
530,1956,5,0,0,1,No,4,4,2,3,3,2,middle class,0.242289643,Newfoundland and Labrador,Catholic,White,NA,Reg,Retired,Age4564,3,PostSec,0,Newfoundland and Labrador
531,1953,3,0,0,0,No,1,3,3,3,2,2,working class,0.242289643,Nova Scotia,Other Christian,White,NA,Reg,Retired,Age4564,4,PostSec,0,Nova Scotia
532,1966,6,0,1,0,No,2,2,2,3,4,3,middle class,0.242289643,Nova Scotia,Catholic,White,2,Eth,Working full time,Age4564,3,PostSec,2,Nova Scotia
533,1958,3,0,1,0,No,4,5,4,3,3,3,working class,0.242289643,Newfoundland and Labrador,Other Christian,White,3,Ctl,Working full time,Age4564,4,PostSec,3,Newfoundland and Labrador
534,1968,5,0,0,0,No,2,3,2,2,2,2,middle class,0.242289643,Nova Scotia,Catholic,White,NA,Ctl,"Unemployed, looking for work",Age4564,5,PostSec,0,Nova Scotia
535,1954,7,0,0,0,No,2,3,4,3,4,2,affluent people,0.242289643,New Brunswick,Catholic,White,NA,Reg,Retired,Age4564,3,PostSec,0,New Brunswick
536,1971,6,0,0,0,No,NA,3,4,4,4,4,middle class,0.242289643,Nova Scotia,Non-religious,White,NA,Reg,Retired,Age4564,7,PostSec,0,Nova Scotia
537,1953,4,0,1,0,Not Employed,1,4,1,1,3,1,middle class,0.242289643,New Brunswick,Anglican,White,NA,Eth,Retired,Age4564,1,PostSec,0,New Brunswick
538,1969,6,0,1,1,No,2,4,1,4,4,2,middle class,0.242289643,Newfoundland and Labrador,Catholic,White,1,Reg,Working full time,Age4564,1,PostSec,1,Newfoundland and Labrador
539,1965,1,0,0,1,Not Employed,NA,3,1,4,4,3,working class,0.242289643,Nova Scotia,Non-religious,White,NA,Reg,Other,Age4564,4,PostSec,0,Nova Scotia
540,1965,3,0,1,1,No,1,2,2,3,3,3,working class,0.242289643,Nova Scotia,Other Christian,White,2,Eth,Working full time,Age4564,4,PostSec,2,Nova Scotia
541,1971,5,0,0,0,No,NA,3,4,4,4,4,middle class,0.242289643,Nova Scotia,Non-religious,White,NA,Ctl,Retired,Age4564,7,PostSec,0,Nova Scotia
542,1961,4,0,0,1,No,1,5,1,4,4,4,middle class,0.242289643,Newfoundland and Labrador,Catholic,White,NA,Eth,Retired,Age4564,2,PostSec,0,Newfoundland and Labrador
543,1961,3,0,0,0,Not Employed,2,3,3,2,3,2,working class,0.242289643,Newfoundland and Labrador,Catholic,White,NA,Reg,Retired,Age4564,4,PostSec,0,Newfoundland and Labrador
544,1971,4,0,0,1,No,2,2,2,2,3,2,middle class,0.242289643,Nova Scotia,United Church,White,1,Eth,Working part-time,Age4564,3,PostSec,1,Nova Scotia
545,1969,4,0,0,0,No,1,3,2,4,4,4,middle class,0.242289643,Nova Scotia,Other Christian,White,3,Reg,Working part-time,Age4564,7,PostSec,3,Nova Scotia
546,1966,4,0,0,0,Yes,NA,3,3,3,2,3,middle class,0.242289643,Nova Scotia,Non-religious,White,1,Reg,Working full time,Age4564,5,PostSec,1,Nova Scotia
547,1972,7,0,0,1,Yes,2,2,1,1,1,1,affluent people,0.242289643,Newfoundland and Labrador,Catholic,White,1,Eth,Working full time,Age4564,3,PostSec,1,Newfoundland and Labrador
548,1953,4,0,1,1,Not Employed,1,3,2,3,3,3,middle class,0.242289643,Nova Scotia,Catholic,White,NA,Reg,Retired,Age4564,1,PostSec,0,Nova Scotia
549,1961,5,0,0,0,No,1,3,3,2,2,1,middle class,0.242289643,Nova Scotia,Catholic,White,1,Eth,Working full time,Age4564,4,PostSec,1,Nova Scotia
550,1963,4,0,0,0,No,4,2,3,2,3,4,middle class,0.242289643,New Brunswick,Other Christian,White,NA,Reg,Retired,Age4564,7,PostSec,0,New Brunswick
551,1972,4,0,0,1,No,NA,4,2,4,4,3,middle class,0.242289643,Nova Scotia,Non-religious,White,2,Ctl,Working full time,Age4564,5,PostSec,2,Nova Scotia
552,1962,5,0,0,1,Not Employed,1,3,2,4,4,4,middle class,0.242289643,New Brunswick,United Church,White,NA,Reg,Retired,Age4564,4,PostSec,0,New Brunswick
